Location,Type,Place,Duration,Hour of Day,Day of Week,Person
Door,PIR,Living,0:00:03,16,Tuesday,Person B
Seat,Pressure,Living,2:25:58,16,Tuesday,Person B
Door,PIR,Living,0:00:02,18,Tuesday,Person B
Door,PIR,Kitchen,0:00:02,19,Tuesday,Person B
Door,PIR,Living,0:00:03,19,Tuesday,Person B
Door,PIR,Living,0:00:03,19,Tuesday,Person B
Door,PIR,Living,0:00:03,19,Tuesday,Person B
Door,PIR,Living,0:00:02,19,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,19,Tuesday,Person B
Fridge,Magnetic,Kitchen,0:00:16,19,Tuesday,Person B
Door,PIR,Kitchen,0:00:03,19,Tuesday,Person B
Door,PIR,Living,0:00:02,19,Tuesday,Person B
Seat,Pressure,Living,0:10:16,19,Tuesday,Person B
Door,PIR,Living,0:00:03,20,Tuesday,Person B
Door,PIR,Living,0:00:03,21,Tuesday,Person B
Basin,PIR,Bathroom,0:00:55,21,Tuesday,Person B
Toilet,Flush,Bathroom,0:00:54,21,Tuesday,Person B
Basin,PIR,Bathroom,0:00:23,21,Tuesday,Person B
Door,PIR,Bedroom,0:00:02,1,Wednesday,Person B
Basin,PIR,Bathroom,0:00:35,1,Wednesday,Person B
Toilet,Flush,Bathroom,0:00:55,1,Wednesday,Person B
Door,PIR,Living,0:00:03,1,Wednesday,Person B
Door,PIR,Living,0:00:02,1,Wednesday,Person B
Door,PIR,Bedroom,0:00:06,1,Wednesday,Person B
Bed,Pressure,Bedroom,7:20:44,1,Wednesday,Person B
Door,PIR,Bedroom,0:00:04,9,Wednesday,Person B
Toilet,Flush,Bathroom,0:01:23,9,Wednesday,Person B
Door,PIR,Bedroom,0:00:03,9,Wednesday,Person B
Door,PIR,Living,0:00:03,9,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,9,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:02,9,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:02,9,Wednesday,Person B
Door,PIR,Kitchen,0:00:01,9,Wednesday,Person B
Door,PIR,Living,0:00:03,9,Wednesday,Person B
Door,PIR,Living,0:00:03,9,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,9,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:04,9,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,9,Wednesday,Person B
Basin,PIR,Bathroom,0:00:03,9,Wednesday,Person B
Basin,PIR,Bathroom,0:05:53,9,Wednesday,Person B
Toilet,Flush,Bathroom,0:01:17,10,Wednesday,Person B
Basin,PIR,Bathroom,0:01:14,10,Wednesday,Person B
Door,PIR,Living,0:00:02,10,Wednesday,Person B
Seat,Pressure,Living,0:10:02,10,Wednesday,Person B
Door,PIR,Living,0:00:03,10,Wednesday,Person B
Door,PIR,Living,0:00:04,10,Wednesday,Person B
Seat,Pressure,Living,0:12:41,10,Wednesday,Person B
Door,PIR,Living,0:00:03,11,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:03,11,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:03,12,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,12,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:03,12,Wednesday,Person B
Door,PIR,Kitchen,0:00:01,12,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,12,Wednesday,Person B
Door,PIR,Living,0:00:03,12,Wednesday,Person B
Seat,Pressure,Living,0:10:27,13,Wednesday,Person B
Door,PIR,Living,0:00:06,13,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,13,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:07,13,Wednesday,Person B
Door,PIR,Kitchen,0:00:07,13,Wednesday,Person B
Door,PIR,Living,0:00:03,13,Wednesday,Person B
Door,PIR,Living,0:00:03,13,Wednesday,Person B
Seat,Pressure,Living,0:27:47,13,Wednesday,Person B
Door,PIR,Living,0:00:03,14,Wednesday,Person B
Basin,PIR,Bathroom,0:00:11,14,Wednesday,Person B
Door,PIR,Living,0:00:02,14,Wednesday,Person B
Door,PIR,Living,0:00:04,14,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:05,14,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:03,16,Wednesday,Person B
Door,PIR,Living,0:00:03,16,Wednesday,Person B
Seat,Pressure,Living,1:30:56,16,Wednesday,Person B
Door,PIR,Living,0:00:03,17,Wednesday,Person B
Toilet,Flush,Bathroom,0:05:11,17,Wednesday,Person B
Door,PIR,Living,0:00:03,17,Wednesday,Person B
Seat,Pressure,Living,1:32:44,17,Wednesday,Person B
Door,PIR,Living,0:00:04,19,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,19,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:04,19,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,19,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:04,19,Wednesday,Person B
Maindoor,Magnetic,Entrance,0:00:07,22,Wednesday,Person B
Door,PIR,Kitchen,0:00:03,22,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:07,22,Wednesday,Person B
Fridge,Magnetic,Kitchen,0:00:02,22,Wednesday,Person B
Door,PIR,Kitchen,0:00:04,22,Wednesday,Person B
Door,PIR,Living,0:00:03,22,Wednesday,Person B
Door,PIR,Living,0:00:05,22,Wednesday,Person B
Door,PIR,Bedroom,0:00:03,22,Wednesday,Person B
Door,PIR,Bedroom,0:00:04,22,Wednesday,Person B
Door,PIR,Living,0:00:02,22,Wednesday,Person B
Seat,Pressure,Living,1:17:37,22,Wednesday,Person B
Door,PIR,Living,0:00:04,23,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,23,Wednesday,Person B
Door,PIR,Kitchen,0:00:02,23,Wednesday,Person B
Door,PIR,Living,0:00:02,23,Wednesday,Person B
Door,PIR,Living,0:00:05,23,Wednesday,Person B
Door,PIR,Bedroom,0:00:04,23,Wednesday,Person B
Basin,PIR,Bathroom,0:01:35,23,Wednesday,Person B
Door,PIR,Bedroom,0:00:05,0,Thursday,Person B
Door,PIR,Bedroom,0:00:04,0,Thursday,Person B
Door,PIR,Bedroom,0:00:04,0,Thursday,Person B
Bed,Pressure,Bedroom,8:34:10,1,Thursday,Person B
Door,PIR,Bedroom,0:00:02,9,Thursday,Person B
Door,PIR,Living,0:00:03,9,Thursday,Person B
Door,PIR,Kitchen,0:00:02,9,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:02,9,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:02,9,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:04,9,Thursday,Person B
Door,PIR,Kitchen,0:00:07,9,Thursday,Person B
Door,PIR,Bedroom,0:00:04,9,Thursday,Person B
Toilet,Flush,Bathroom,0:06:21,9,Thursday,Person B
Door,PIR,Kitchen,0:00:02,9,Thursday,Person B
Door,PIR,Kitchen,0:00:03,9,Thursday,Person B
Door,PIR,Living,0:00:03,9,Thursday,Person B
Door,PIR,Living,0:00:03,9,Thursday,Person B
Basin,PIR,Bathroom,0:00:24,10,Thursday,Person B
Door,PIR,Living,0:00:03,10,Thursday,Person B
Door,PIR,Living,0:00:03,10,Thursday,Person B
Basin,PIR,Bathroom,0:00:42,10,Thursday,Person B
Basin,PIR,Bathroom,0:05:31,10,Thursday,Person B
Basin,PIR,Bathroom,0:01:04,10,Thursday,Person B
Toilet,Flush,Bathroom,0:01:17,10,Thursday,Person B
Maindoor,Magnetic,Entrance,0:00:04,10,Thursday,Person B
Maindoor,Magnetic,Entrance,0:00:05,13,Thursday,Person B
Door,PIR,Living,0:00:06,14,Thursday,Person B
Door,PIR,Living,0:00:03,15,Thursday,Person B
Door,PIR,Kitchen,0:00:02,15,Thursday,Person B
Door,PIR,Living,0:00:04,15,Thursday,Person B
Seat,Pressure,Living,0:22:33,15,Thursday,Person B
Door,PIR,Living,0:00:13,15,Thursday,Person B
Door,PIR,Kitchen,0:00:03,15,Thursday,Person B
Basin,PIR,Bathroom,0:00:12,16,Thursday,Person B
Door,PIR,Living,0:00:02,16,Thursday,Person B
Door,PIR,Living,0:00:03,16,Thursday,Person B
Door,PIR,Kitchen,0:00:02,16,Thursday,Person B
Door,PIR,Kitchen,0:00:02,16,Thursday,Person B
Door,PIR,Living,0:00:03,16,Thursday,Person B
Seat,Pressure,Living,1:55:41,16,Thursday,Person B
Door,PIR,Living,0:00:03,18,Thursday,Person B
Door,PIR,Kitchen,0:00:03,18,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:22,18,Thursday,Person B
Door,PIR,Kitchen,0:00:08,18,Thursday,Person B
Door,PIR,Living,0:00:03,18,Thursday,Person B
Seat,Pressure,Living,0:50:23,18,Thursday,Person B
Door,PIR,Living,0:00:02,19,Thursday,Person B
Door,PIR,Living,0:00:03,19,Thursday,Person B
Seat,Pressure,Living,1:20:07,19,Thursday,Person B
Door,PIR,Living,0:00:04,20,Thursday,Person B
Basin,PIR,Bathroom,0:00:03,21,Thursday,Person B
Door,PIR,Bedroom,0:00:05,21,Thursday,Person B
Door,PIR,Bedroom,0:00:04,21,Thursday,Person B
Door,PIR,Living,0:00:03,21,Thursday,Person B
Seat,Pressure,Living,0:28:50,21,Thursday,Person B
Door,PIR,Living,0:00:03,21,Thursday,Person B
Door,PIR,Kitchen,0:00:03,22,Thursday,Person B
Fridge,Magnetic,Kitchen,0:00:05,22,Thursday,Person B
Door,PIR,Kitchen,0:00:03,22,Thursday,Person B
Door,PIR,Living,0:00:03,22,Thursday,Person B
Door,PIR,Living,0:00:03,23,Thursday,Person B
Door,PIR,Bedroom,0:00:03,23,Thursday,Person B
Door,PIR,Bedroom,0:00:02,0,Friday,Person B
Door,PIR,Living,0:00:03,0,Friday,Person B
Door,PIR,Living,0:00:03,0,Friday,Person B
Door,PIR,Living,0:00:03,0,Friday,Person B
Door,PIR,Living,0:00:03,1,Friday,Person B
Door,PIR,Bedroom,0:00:05,1,Friday,Person B
Door,PIR,Bedroom,0:00:03,7,Friday,Person B
Door,PIR,Bedroom,0:00:05,7,Friday,Person B
Bed,Pressure,Bedroom,1:35:02,7,Friday,Person B
Door,PIR,Bedroom,0:00:03,10,Friday,Person B
Toilet,Flush,Bathroom,0:05:51,10,Friday,Person B
Door,PIR,Living,0:00:04,10,Friday,Person B
Door,PIR,Living,0:00:02,10,Friday,Person B
Basin,PIR,Bathroom,0:01:33,10,Friday,Person B
Door,PIR,Living,0:00:03,10,Friday,Person B
Door,PIR,Living,0:00:03,10,Friday,Person B
Door,PIR,Kitchen,0:00:01,10,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:03,10,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:02,10,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:10,10,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:10,11,Friday,Person B
Cupboard,Magnetic,Kitchen,0:00:08,11,Friday,Person B
Door,PIR,Kitchen,0:00:02,11,Friday,Person B
Door,PIR,Living,0:00:03,11,Friday,Person B
Door,PIR,Living,0:00:03,11,Friday,Person B
Door,PIR,Bedroom,0:00:04,11,Friday,Person B
Door,PIR,Bedroom,0:00:02,11,Friday,Person B
Door,PIR,Kitchen,0:00:02,11,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:07,11,Friday,Person B
Door,PIR,Kitchen,0:00:02,11,Friday,Person B
Door,PIR,Living,0:00:03,11,Friday,Person B
Door,PIR,Living,0:00:02,11,Friday,Person B
Basin,PIR,Bathroom,0:04:11,11,Friday,Person B
Shower,PIR,Bathroom,0:03:28,11,Friday,Person B
Basin,PIR,Bathroom,0:00:41,12,Friday,Person B
Door,PIR,Living,0:00:03,12,Friday,Person B
Door,PIR,Living,0:00:03,12,Friday,Person B
Basin,PIR,Bathroom,0:04:14,12,Friday,Person B
Basin,PIR,Bathroom,0:00:40,12,Friday,Person B
Door,PIR,Living,0:00:03,12,Friday,Person B
Seat,Pressure,Living,1:37:42,12,Friday,Person B
Door,PIR,Living,0:00:03,14,Friday,Person B
Door,PIR,Kitchen,0:00:05,14,Friday,Person B
Door,PIR,Living,0:00:03,15,Friday,Person B
Door,PIR,Kitchen,0:00:02,15,Friday,Person B
Door,PIR,Kitchen,0:00:03,15,Friday,Person B
Door,PIR,Living,0:00:04,15,Friday,Person B
Door,PIR,Living,0:00:05,15,Friday,Person B
Door,PIR,Kitchen,0:00:03,15,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:05,15,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:04,15,Friday,Person B
Door,PIR,Kitchen,0:00:02,15,Friday,Person B
Door,PIR,Living,0:00:04,15,Friday,Person B
Door,PIR,Living,0:00:06,15,Friday,Person B
Door,PIR,Kitchen,0:00:02,15,Friday,Person B
Door,PIR,Kitchen,0:00:02,15,Friday,Person B
Door,PIR,Living,0:00:03,15,Friday,Person B
Seat,Pressure,Living,2:07:42,15,Friday,Person B
Door,PIR,Living,0:00:04,17,Friday,Person B
Door,PIR,Kitchen,0:00:02,17,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:13,17,Friday,Person B
Door,PIR,Kitchen,0:00:02,17,Friday,Person B
Toilet,Flush,Bathroom,0:01:52,17,Friday,Person B
Door,PIR,Kitchen,0:00:04,17,Friday,Person B
Door,PIR,Living,0:00:03,17,Friday,Person B
Seat,Pressure,Living,2:31:41,17,Friday,Person B
Door,PIR,Living,0:00:03,20,Friday,Person B
Door,PIR,Kitchen,0:00:01,20,Friday,Person B
Door,PIR,Kitchen,0:00:02,20,Friday,Person B
Door,PIR,Living,0:00:03,20,Friday,Person B
Seat,Pressure,Living,1:44:30,20,Friday,Person B
Door,PIR,Living,0:00:03,22,Friday,Person B
Door,PIR,Kitchen,0:00:04,22,Friday,Person B
Fridge,Magnetic,Kitchen,0:00:12,22,Friday,Person B
Door,PIR,Kitchen,0:00:03,22,Friday,Person B
Door,PIR,Living,0:00:03,22,Friday,Person B
Door,PIR,Bedroom,0:00:02,0,Saturday,Person B
Basin,PIR,Bathroom,0:01:06,0,Saturday,Person B
Basin,PIR,Bathroom,0:00:03,0,Saturday,Person B
Door,PIR,Bedroom,0:00:02,0,Saturday,Person B
Bed,Pressure,Bedroom,9:21:42,0,Saturday,Person B
Door,PIR,Bedroom,0:00:03,9,Saturday,Person B
Toilet,Flush,Bathroom,0:00:58,9,Saturday,Person B
Door,PIR,Bedroom,0:00:02,9,Saturday,Person B
Door,PIR,Bedroom,0:00:03,9,Saturday,Person B
Door,PIR,Living,0:00:03,9,Saturday,Person B
Door,PIR,Kitchen,0:00:02,9,Saturday,Person B
Door,PIR,Kitchen,0:00:04,10,Saturday,Person B
Basin,PIR,Bathroom,0:02:26,10,Saturday,Person B
Shower,PIR,Bathroom,0:06:31,10,Saturday,Person B
Basin,PIR,Bathroom,0:02:34,10,Saturday,Person B
Basin,PIR,Bathroom,0:00:04,10,Saturday,Person B
Door,PIR,Living,0:00:03,10,Saturday,Person B
Door,PIR,Living,0:00:02,11,Saturday,Person B
Door,PIR,Kitchen,0:00:02,11,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:19,11,Saturday,Person B
Door,PIR,Kitchen,0:00:02,11,Saturday,Person B
Maindoor,Magnetic,Entrance,0:00:06,12,Saturday,Person B
Maindoor,Magnetic,Entrance,0:00:06,12,Saturday,Person B
Toilet,Flush,Bathroom,0:01:04,12,Saturday,Person B
Door,PIR,Living,0:00:05,12,Saturday,Person B
Door,PIR,Living,0:00:02,12,Saturday,Person B
Door,PIR,Kitchen,0:00:03,13,Saturday,Person B
Door,PIR,Kitchen,0:00:02,14,Saturday,Person B
Door,PIR,Kitchen,0:00:03,15,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:04,15,Saturday,Person B
Door,PIR,Kitchen,0:00:02,15,Saturday,Person B
Door,PIR,Living,0:00:08,18,Saturday,Person B
Door,PIR,Kitchen,0:00:04,18,Saturday,Person B
Fridge,Magnetic,Kitchen,0:00:13,18,Saturday,Person B
Door,PIR,Kitchen,0:00:03,18,Saturday,Person B
Toilet,Flush,Bathroom,0:00:57,18,Saturday,Person B
Door,PIR,Living,0:00:03,18,Saturday,Person B
Seat,Pressure,Living,1:42:21,18,Saturday,Person B
Door,PIR,Living,0:00:02,20,Saturday,Person B
Basin,PIR,Bathroom,0:00:04,21,Saturday,Person B
Basin,PIR,Bathroom,0:01:17,1,Sunday,Person B
Toilet,Flush,Bathroom,0:00:45,1,Sunday,Person B
Door,PIR,Living,0:00:05,1,Sunday,Person B
Door,PIR,Living,0:00:02,1,Sunday,Person B
Door,PIR,Bedroom,0:00:04,1,Sunday,Person B
Bed,Pressure,Bedroom,7:37:09,1,Sunday,Person B
Door,PIR,Bedroom,0:00:03,9,Sunday,Person B
Door,PIR,Bedroom,0:00:17,9,Sunday,Person B
Door,PIR,Bedroom,0:00:03,10,Sunday,Person B
Toilet,Flush,Bathroom,0:01:20,10,Sunday,Person B
Door,PIR,Bedroom,0:00:04,10,Sunday,Person B
Door,PIR,Kitchen,0:00:06,10,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:15,10,Sunday,Person B
Door,PIR,Kitchen,0:00:03,10,Sunday,Person B
Toilet,Flush,Bathroom,0:01:21,11,Sunday,Person B
Basin,PIR,Bathroom,0:13:35,11,Sunday,Person B
Basin,PIR,Bathroom,0:00:12,11,Sunday,Person B
Door,PIR,Living,0:00:03,12,Sunday,Person B
Door,PIR,Kitchen,0:00:02,12,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:05,12,Sunday,Person B
Door,PIR,Kitchen,0:00:41,12,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:12,13,Sunday,Person B
Maindoor,Magnetic,Entrance,0:00:03,13,Sunday,Person B
Door,PIR,Living,0:00:04,15,Sunday,Person B
Door,PIR,Kitchen,0:00:02,15,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:40,15,Sunday,Person B
Door,PIR,Kitchen,0:00:02,15,Sunday,Person B
Door,PIR,Living,0:00:03,15,Sunday,Person B
Door,PIR,Living,0:00:03,15,Sunday,Person B
Door,PIR,Kitchen,0:00:02,15,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:02,15,Sunday,Person B
Door,PIR,Kitchen,0:00:02,15,Sunday,Person B
Door,PIR,Kitchen,0:00:02,16,Sunday,Person B
Fridge,Magnetic,Kitchen,0:00:14,16,Sunday,Person B
Door,PIR,Kitchen,0:00:04,16,Sunday,Person B
Door,PIR,Kitchen,0:00:02,17,Sunday,Person B
Door,PIR,Living,0:00:04,17,Sunday,Person B
Seat,Pressure,Living,1:32:49,17,Sunday,Person B
Door,PIR,Living,0:00:03,18,Sunday,Person B
Toilet,Flush,Bathroom,0:00:57,18,Sunday,Person B
Door,PIR,Living,0:00:03,18,Sunday,Person B
Toilet,Flush,Bathroom,0:00:59,19,Sunday,Person B
Door,PIR,Kitchen,0:00:05,19,Sunday,Person B
Door,PIR,Living,0:00:04,19,Sunday,Person B
Seat,Pressure,Living,0:45:12,19,Sunday,Person B
Door,PIR,Living,0:00:04,20,Sunday,Person B
Door,PIR,Kitchen,0:00:03,20,Sunday,Person B
Door,PIR,Living,0:00:03,20,Sunday,Person B
Door,PIR,Living,0:00:03,20,Sunday,Person B
Door,PIR,Bedroom,0:00:04,20,Sunday,Person B
Basin,PIR,Bathroom,0:00:04,20,Sunday,Person B
Seat,Pressure,Living,3:44:00,21,Sunday,Person B
